ARPT_ID,ARPT_NAME,LAT_DECIMAL,LONG_DECIMAL
3TA5,BLANCO LANDING,30.12246666,-98.37478333
50TX,KENNEDY RANCH,30.137625,-98.52537777
TA53,ROCKY TOP RANCH,30.13014444,-98.40914444
TT65,3 BARREL RANCH,30.03161388,-96.41863055
4TE1,POLYANNA RANCH,32.07944444,-96.71027777
69TX,GREEN LAKE RANCH,28.58958055,-96.84728333
70TE,CLAASSEN,33.32166666,-96.32405833
99XS,BLUE RIDGE,33.29401388,-96.44688888
05TX,CIRCLE 'A' RANCH,32.12916666,-97.40416666
87TX,FAINTING GOAT,32.11058611,-97.35618055
71TX,GRIER,29.87271694,-98.73224916
6TE4,CIRCLE WC RANCH,33.44031111,-94.92799166
T38,BAR V K,33.37625,-97.24347222
F00,JONES FLD,33.61309166,-96.179325
TS79,FOURTH CREEK RANCH,36.32406111,-100.3966083
TS78,LOESCH RANCH,36.3917,-100.4687531
BGD,HUTCHINSON COUNTY,35.70088888,-101.3936667
7TS9,HEFNER FARMS,34.60361666,-102.8598389
0F2,BOWIE MUNI,33.60166666,-97.77555555
1XA1,SKY ACRES,33.64766666,-97.829
67XA,J-L RANCH,33.518175,-98.14475833
TX35,MOLAIR,33.45658055,-94.84931666
TA87,CARTER-NORMAN,33.10745,-97.54810833
6TS2,DAUENHAUER FLD,33.01583333,-97.635
3TA6,SPRING RANCH,29.54189555,-100.2531317
1XS8,PINON RANCH,29.63413611,-100.375825
TA31,TULAROSA,29.43051,-100.2575742
74TX,FORT CLARK SPRINGS,29.28662416,-100.4336894
75TX,LEONA RANCH,29.50022944,-100.3670239
5XS8,L DAVIS RANCH,29.50370277,-100.2956639
TE25,BACK PORCH RANCH,29.60189444,-100.31725
1TA8,RIO PINTO RANCH,29.23716666,-100.6840833
BBD,CURTIS FLD,31.17927777,-99.32391666
94TX,RIVER BEND RANCH,31.43766,-99.31560916
XS78,SANTIAGO CATTLE COMPANY,31.38541666,-99.09983333
2TE0,EAGLE AIR PARK,28.98219416,-95.57966916
BKD,STEPHENS COUNTY,32.71875611,-98.89159638
XS68,SKY LANE RANCH,30.25687888,-96.32857472
TA17,LIVE OAK RANCH,30.185,-96.44555555
9XS9,RANCHO VERDE,30.27574166,-96.44138472
TX04,LUCKY STAR RANCH,30.29119444,-96.52686111
49TE,K STAR RANCH,30.28352777,-96.45961111
11R,BRENHAM MUNI,30.2196755,-96.37440277
1TT1,WASH CO AIR 1 BASE,30.30541111,-96.20522777
TX37,FLYING S RANCH,33.13178416,-97.76864305
3TA7,JIM SEARS,33.14372833,-97.80447805
XBP,BRIDGEPORT MUNI,33.17395972,-97.82842713
TX23,FLF,30.85629305,-97.94585305
15TA,J R RANCH,30.25436166,-99.94701583
99XA,SKOTZ AIRFIELD,30.8652,-98.00416666
XS79,STILETTO AIRPARK,30.82438611,-97.95873611
TA51,EAGLE,32.68040972,-97.93726055
1XA4,MIKESKA FLD,29.87371388,-96.00469861
27XS,SPORT FLYERS,29.838125,-95.94997222
BFE,TERRY COUNTY,33.17313888,-102.1929167
TX63,BROWNFIELD RGNL MEDICAL CENTER,33.18829166,-102.2682
TX40,ECHO LAKE,32.2535,-95.65549166
BRO,BROWNSVILLE/SOUTH PADRE ISLAND INTL,25.90613888,-97.426
80TX,RESACA AIRSTRIP,25.92674694,-97.40859138
2XS0,COLUMBIA VALLEY RGNL,25.97783611,-97.51598888
BWD,BROWNWOOD RGNL,31.79361111,-98.9565
3TA4,TIN TOP RANCH,31.48583333,-98.97611111
10XS,FLYING S AIR RANCH,31.779525,-98.90928611
XA93,TORTUGA RANCH,28.61932222,-99.65436388
8TS0,HAMILTON RANCH,27.55308638,-98.73224027
CFD,COULTER FLD,30.71569444,-96.33136111
82TX,ST JOSEPH HOSPITAL,30.65693611,-96.34686111
83TX,TEXAS A & M - RELLIS,30.63290733,-96.48507344
13TE,VARISCO,30.65603194,-96.53830138
TT46,PC,30.80471666,-96.43123055
84TX,CAMP LONGHORN,30.74129277,-98.37863972
06TA,GLASER FLD,30.90852027,-97.11693638
XA32,WOLFE FLD,30.91147222,-97.17127777
85TX,RUTHERFORD RANCH,30.07771194,-97.96556277
93XA,SCOTT RANCH,33.50959444,-98.12021111
0XS9,FRENCH FLD,32.13404166,-95.33958333
86TX,FLYING J,29.73716694,-98.37890388
TE59,HOLLER,29.74666388,-98.36333611
XS63,MONAHAN HELICOPTER SERVICE,29.73580555,-98.45831944
4XA5,DAVE EBY FLD,34.03775,-98.496
8TS1,RETTA,32.54180444,-97.24195777
3TX9,RAFTER J,32.52763805,-97.28084777
8TA7,TEXAS HEALTH RESOURCES BURLESON,32.49763888,-97.36879166
BMQ,BURNET MUNI/KATE CRADDOCK FLD,30.73892722,-98.23861027
XA94,RICK'S HILLTOP,30.75856666,-98.24884722
2TA0,SHALE VALLEY RANCH,30.84516527,-98.27291388
38TA,ASCENSION SETON HIGHLAND LAKES HOSPITAL,30.73257486,-98.23624111
TA42,TWISTED T FLD,30.26022777,-96.59783611
08TS,FLYING G RANCH,32.02933888,-97.01060833
28TT,LEFT WING LOW,31.99585,-97.00215
7F3,CADDO MILLS MUNI,33.03622222,-96.24313888
18TX,FLYING 'T' RANCH,32.9525,-96.22805555
XA33,THORNY WOODS,32.95870277,-96.26442222
RWV,CALDWELL MUNI,30.51547427,-96.70408577
33TS,BURLESON COUNTY HOSPITAL,30.52105555,-96.71655555
7TA5,WEBER RANCH,30.58714555,-96.63413861
49TA,LAUDERDALE,30.48691388,-96.78646666
TS51,FORMOSA PLASTICS,28.69083333,-96.55163333
90TX,CALLAGHAN RANCH,27.87944444,-99.39666666
91TX,PAISANO RANCH,28.39694055,-98.36278916
T35,CAMERON MUNI AIRPARK,30.87900277,-96.9722125
TS11,GLENMAR,33.10705972,-95.92996666
38TT,OLYMPUS,33.16781944,-95.98037222
XA00,VOLO RANCH,33.11614,-95.906205
TE26,ARROW 'S' RANCH,28.77791111,-98.34371388
0XA5,74 RANCH,28.68538333,-98.38311666
TE78,FOSSIL CREEK RANCH,29.5687,-99.97450833
HHF,HEMPHILL COUNTY,35.89511111,-100.4038889
TE04,SPLIT B RANCH,35.7025,-100.285
XA96,EN GEDI RANCH,35.6625,-100.3238889
5XA2,FLAP-AIR HELICOPTER SERVICES,35.92916666,-100.3136944
14TT,MATHERS FLD,36.04714722,-100.5208028
XA95,CANDELARIA,30.14944444,-104.6825
TA86,DENNIS'S FLYING FARM,32.60596638,-95.93496722
TX43,GOODE FLD,32.50986,-96.00274666
1TA7,THOMPSON FLD,32.61583333,-95.86810416
91TA,RHINES ROOST,32.44597222,-95.91885555
XA97,MOTHER FRANCES-CANTON,32.5872368,-95.87370488
80XA,KNIGHT TROW RANCH,32.487519,-95.954513
TT73,VOGT'S VISTA,32.54158944,-95.947774
34TS,CANYON LAKE,29.91577222,-98.24751388
27TX,SANDS HILL,30.11944444,-96.71222222
95TX,CHUPADERA RANCH,28.192495,-100.0722819
1TS6,DENTONIO RANCH,28.26943777,-99.93450027
TA84,MILLER RANCH,28.35499166,-99.9331675
2XS2,INDIO-FAITH,28.26341416,-100.1627378
XA89,FAITH RANCH,28.20855555,-100.0188056
97TX,SAN PEDRO RANCH,28.28360305,-100.0670053
CZT,DIMMIT COUNTY,28.52225,-99.82363888
4XS4,CARROLLTON RGNL MEDICAL CENTER,33.02865,-96.887
2TA9,MAFRIGE RANCH INC,29.81120277,-100.6871444
65TS,MARTIN RANCH,29.71230833,-100.5840722
4F2,PANOLA COUNTY-SHARPE FLD,32.17608333,-94.29880555
0TX3,UT HEALTH EAST TEXAS CARTHAGE HOSPITAL,32.16643611,-94.3461
CVB,CASTROVILLE MUNI,29.34238888,-98.85122222
TE13,WEIBLEN,29.40023333,-98.88752777
XS86,T-RANCH,29.26690333,-98.92530666
99TA,ECHTLE FLD,29.38370138,-98.89327222
99TX,BRIGGS RANCH,28.30027166,-99.5669875
1TE1,BRISCOES CATARINA RANCH,28.2502725,-99.81699666
TE27,HARRISON PILONCILLO RANCH,28.25444027,-99.59921083
0XS0,DIAMOND H RANCH,28.40026722,-99.55865472
TS40,SAN YSIDRO RANCH,28.31095277,-99.70653055
9TS3,BELLA VISTA RANCH,28.08557222,-99.620825
TS80,WILDLIFE/STROUD,28.37512916,-100.0063111
40XS,HANK SASSER/BREAKAWAY,30.51763472,-97.78081805
XS19,CEDAR PARK RGNL MEDICAL CENTER,30.532625,-97.81344166
79TS,TALLOWS FLD,33.30428083,-96.74721777
T80,BISHOP'S LANDING,33.37652083,-96.72893611
9S1,FOUR WINDS,33.36827638,-96.75469444
79TT,METHODIST CELINA,33.30606111,-96.80899166
F17,CENTER MUNI,31.83158333,-94.15641666
TX45,HAWKEYE HUNTING CLUB,31.76682833,-97.12944805
TE01,DILLARD RANCH,31.3049025,-95.79662083
24TA,MOORE RANCH,31.21323777,-95.82745361
70TA,ZOCH,31.19350277,-95.89373055
TA14,LYB,29.83572222,-95.10888888
TX70,EBERLY RANCH,30.05188888,-96.21823888
02TS,EL TESORO RANCH,28.66264166,-98.72309444
1XA8,HACKBERRY,32.23250555,-96.39751111
41TX,J RANCH,30.97473611,-98.64259722
XA07,SPECTRE FLD,33.275,-97.71666666
69XA,RICHEY AIRFIELD,33.34995555,-97.77620555
CDS,CHILDRESS MUNI,34.43377777,-100.288
TA91,CHILDRESS RGNL MEDICAL CENTER,34.43914444,-100.2287528
4TA2,V-BAR,31.74225,-97.31986111
04TX,POCOCK,31.73222222,-97.36888888
3T8,WILDCAT CANYON,31.67855555,-97.36255555
20XS,KLUTTS FLD,32.83528333,-96.37873055
73TS,SOUTH TRAP,31.00565277,-100.2577778
3F2,CISCO MUNI,32.41502777,-98.99683333
48XA,SPRING RANCH,32.31935833,-98.98793611
GZN,GREGORY M SIMMONS MEML,32.36583333,-99.02369444
62XS,J F RANCH,32.02236805,-98.13364833
E34,SMILEY JOHNSON MUNI/BASS FLD,34.9115,-100.8693611
LBR,CLARKSVILLE/RED RIVER CTY-J D TRISSELL FLD,33.59264027,-95.06414722
CPT,CLEBURNE RGNL,32.35375,-97.43375
TX46,BLACKWOOD AIRPARK,32.40958611,-97.38723944
4TA9,TEXAS HEALTH RESOURCES CLEBURNE,32.33305555,-97.43777777
13TX,GOATNECK,32.15338888,-97.55922222
39TT,SUGAR CREEK FLD,32.3602275,-97.30707805
6R3,CLEVELAND MUNI,30.35644444,-95.00802777
0TS5,BASS BREEZE RANCH,30.44187166,-95.18632583
06TE,CAVOK AIRPARK,30.31295833,-95.02728472
42TT,DUKE INTL,30.45559166,-95.23079444
7F7,CLIFTON MUNI/ISENHOWER FLD,31.81713333,-97.56956944
TX48,TALLEY,31.83222222,-97.71888888
89XA,HIDDEN RIDGE RANCH,31.80180833,-97.52298333
TA62,RANCHO SAN LORENZO,31.55855,-106.2036306
01TT,CLUTE FIRE & EMS STATION #1,29.01208736,-95.40212555
4XA3,OWEN FLD,32.25361111,-99.49861111
75XA,ROCKING B CATTLE,30.53583472,-95.08370694
COM,COLEMAN MUNI,31.84113888,-99.40361111
88XS,RANCH AT DOUBLE GATES,31.6004525,-99.41603436
TT07,COLEMAN COUNTY MEDICAL CENTER,31.82881666,-99.42690833
CLL,EASTERWOOD FLD,30.58804188,-96.36254444
XS73,SCOTT & WHITE MEDICAL CENTER - COLLEGE STATION,30.58236111,-96.27819444
XS92,ST JOSEPH HEALTH/COLLEGE STATION,30.58157222,-96.28874722
T32,SUDDEN STOP,33.57149777,-96.90722472
2XA4,FLYING S RANCH,33.58083333,-96.80027777
1TS8,LANDERS RANCH,32.28762333,-100.7222222
T88,COLORADO CITY,32.46842833,-100.9211222
TS27,RIVER FLD,29.71619444,-96.59135555
TA15,COLUMBUS COMMUNITY HOSPITAL,29.69523611,-96.54381944
66R,ROBERT R WELLS JR,29.64151111,-96.51595555
3XS9,COMANCHE COUNTY CONSOLIDATED HOSPITAL DIST,31.98527222,-98.56234444
66TX,LOMA DE COMETA,28.67661666,-100.0239389
MKN,COMANCHE COUNTY-CITY,31.92030555,-98.59919444
17TE,COMFORT AIRPARK,29.92910527,-98.94031194
XS80,SCOUT,29.97255555,-98.93463888
2F7,COMMERCE MUNI,33.29286111,-95.89641666
0TE0,ROBERTSON RANCH,29.69299111,-101.1617711
TX07,NIX RIVER RANCH STRIP,29.93427777,-101.23425
34XS,FLYING HARE FLD,30.39081944,-95.53975
55TA,HCA HOUSTON HEALTHCARE CONROE,30.28526416,-95.46762013
TE41,MONTGOMERY COUNTY LAW ENFORCEMENT CENTER,30.33520916,-95.45299583
16XS,OUTLAW FLYERS,30.40436666,-95.35985
TT75,BERKLEY RANCH,30.43255555,-95.745825
55T,EAGLES AERODROME,35.21447222,-101.4110278
3TS9,OAK GLEN RANCH,33.37927611,-95.60356777
TX10,HALO-FLIGHT INC,27.71838333,-97.55239166
CRP,CORPUS CHRISTI INTL,27.77219444,-97.50241666
69TA,DEAN,27.65503166,-97.52527138
3TX0,TEXAS DEPT OF PUBLIC SAFETY,27.74114055,-97.43499222
TE42,D.F.C.H.,27.7487,-97.38490277
NGW,CABANISS FLD NOLF,27.70241958,-97.43881902
0TE1,CHRISTUS SPOHN HOSPITAL MEML,27.78005833,-97.41480277
1XA3,CHRISTUS SPOHN SOUTH,27.68513611,-97.37745
5TS0,SHORELINE HOSPITAL,27.77783333,-97.394375
NGP,CORPUS CHRISTI NAS (TRUAX FLD),27.69270111,-97.29037877
NWL,WALDRON FLD NOLF,27.63584402,-97.31348858
71TT,CORPUS CHRISTI MEDICAL CTR BAY AREA,27.69226944,-97.34571666
7XA1,REDLINE HELICOPTER TOURS,27.61864444,-97.21950833
TA43,ANDEROSA AIRPARK,31.0475,-94.85444444
TX51,SMITH,32.20014916,-96.32942361
6TX6,JTJ RANCH,32.08255555,-96.35666666
4XS1,COYOTE FLD,32.13388888,-96.52063888
90TE,THE HOMESTEAD,32.19570277,-96.43859166
CRS,C DAVID CAMPBELL FLD-CORSICANA MUNI,32.02805555,-96.40058333
TA05,ANXIETY AERODROME,32.03765416,-96.53165222
25TE,NAVARRO RGNL HOSPITAL,32.08276777,-96.50389125
TS70,DEEP WATER COVE,31.9874,-96.21693611
COT,COTULLA-LA SALLE COUNTY,28.45572222,-99.21722222
79TA,MORRIS RANCH,28.1697275,-98.8900225
5TS1,UNO MAS RANCH,28.205835,-99.13447277
46TA,GOULD STRIP,28.12611861,-98.85974361
TA58,RANCHO ENCANTADO,28.31997222,-99.46587222
45XS,GHOST APACHE,28.13096666,-98.90583333
XA08,LOS CUERNOS RANCH,28.15761111,-99.09552777
2XA1,GREAT HORIZON RANCH,28.14019888,-98.93599694
TX79,CRESCENT C RANCH,28.08888888,-99.04888888
5TS2,CHAN-C,30.47937055,-97.31916194
TE96,CROSSWINDS AIRFIELD,30.43316666,-97.41253333
7TE8,EL QUINTO RANCH,28.2095,-98.83373333
8TE2,J-BAR RANCH,31.52791361,-102.5282006
E13,CRANE COUNTY,31.41157361,-102.3604736
TX97,CADE FLD,31.764875,-97.79641388
4XS8,STS VIP,30.09994444,-97.72686111
TX52,PARRISH AIRSTRIP,31.79459916,-97.77391416
TE52,CHIGGER FLD,32.53596944,-97.58863333
3XA8,CHICKEN STRIP,32.51373055,-97.59475833
80TS,M Y RANCH,31.32767972,-95.57300555
DKR,HOUSTON COUNTY,31.30697222,-95.40383333
1TA4,LAST RESORT,31.45851305,-95.29605388
85XS,SEVEN J STOCK FARM,31.10361111,-95.70281111
1XS1,DUNHAM FLD,29.93827916,-95.04648333
9TA3,ROGERS,29.87300027,-94.98964944
6TA4,HARRIS COUNTY ESD #80,29.88953333,-95.05845277
8F3,CROSBYTON MUNI,33.62383333,-101.2408611
95TE,STAR,33.21549722,-96.99594444
7TS4,SANCTUARY RANCH,32.05616666,-96.04597222
TT50,DANIEL HQ/PEASE VALLEY AIRSTRIP,34.05101388,-99.58868333
07XS,ALLEN PONDEROSA,32.54218333,-97.39168333
20R,CRYSTAL CITY MUNI,28.69755555,-99.81766666
XS77,SEAFOOD WAREHOUSE PARK,29.46551,-94.62741527
TA34,FLYING G,28.76692055,-100.0828408
3TA9,CHACON CREEK RANCH,28.70858916,-100.0072822
8TE4,H & F PROPERTIES,28.81497472,-99.75810916
T71,CUERO MUNI,29.08358805,-97.26693416
2TE9,CUERO COMMUNITY HOSPITAL,29.11291944,-97.28434444
TA06,MORRIS MANOR,33.16122472,-95.80579583
25TX,CHENNAULT AIRFIELD,30.31435702,-95.32712316
2XA3,NORTH CYPRESS MEDICAL CENTER,29.92755,-95.63283333
TS07,DRY CREEK,29.98621666,-95.6856625
8F5,GREATER MORRIS COUNTY,33.14805916,-94.70014888
25TS,MILLER AIRFIELD,36.09169916,-102.4157456
DHT,DALHART MUNI,36.02247222,-102.5473889
F69,AIR PARK-DALLAS,33.02345472,-96.83694611
1F7,AIRPARK EAST,32.81293338,-96.35203255
9TA4,PLACID,32.78179583,-96.79805666
XS97,METHODIST CHARLTON MEDICAL CENTER,32.64625,-96.87822222
49T,DALLAS CBD,32.77172222,-96.80205555
TX18,REDMOND TAYLOR AHP,32.73383333,-96.97225
RBD,DALLAS EXEC,32.68130555,-96.86877777
TX53,POLICE H PORT-REDBIRD,32.677539,-96.869062
TE43,PARKLAND HEALTH & HOSPITAL SYSTEM,32.81138888,-96.83722222
XA61,BAYLOR UNIVERSITY MEDICAL CENTER DALLAS,32.78833055,-96.7801
ADS,ADDISON,32.96855555,-96.83644444
TS06,MEDICAL CITY DALLAS HOSPITAL,32.91187361,-96.77530652
37TA,TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,32.88041944,-96.76109444
TX98,CRESPI HELISTOP,32.88233055,-96.81171111
TE22,TEXAS SCOTTISH RITE HOSPITAL FOR CHILDREN,32.80102777,-96.81577777
TKI,MCKINNEY NTL,33.17706527,-96.58876666
XA62,METHODIST DALLAS MEDICAL CENTER,32.76048055,-96.8244
DFW,DALLAS-FORT WORTH INTL,32.89723305,-97.03769472
DAL,DALLAS LOVE FLD,32.84594472,-96.85087666
38TX,UTSW MEDICAL CENTER - CLEMENTS,32.82044722,-96.85033055
85TS,MEDICAL CITY DALLAS EAST,32.912225,-96.76751111
4TA0,PRAIRIE AIRE FLD,29.35885,-95.66466666
XS21,H & S AIRFIELD,29.33107694,-95.70467
77XS,GARRETT RANCH,29.29184444,-95.35929027
07TA,SALAIKA AVIATION,29.24051944,-95.34465833
2XA2,KNAPE,29.22042222,-95.31088055
78XS,SMITH AVIATION INC,29.05303388,-96.26218722
96TX,GARRETT FARMS,29.27782777,-95.35182777
TX38,DUKE RANCH,36.37947861,-100.3431933
14XS,ISBELL RANCH,30.80852305,-97.27388583
5TS3,KNAPP PECAN ORCHARD AIRPARK,31.97416666,-96.67833333
3TE1,GUM ISLAND,29.95160777,-94.90436916
TA07,JET AG INC,30.00716222,-94.96687083
TS35,WEST LIBERTY,30.05833333,-94.97805555
3TE9,PINOAK,30.10577055,-94.95881583
LUD,DECATUR MUNI,33.25425,-97.5805
09T,LAZY G BAR RANCH,33.28132069,-97.49669333
TX64,LAZY 9 RANCH,33.29928194,-97.52724861
76T,BISHOP,33.26916666,-97.45186111
58T,HERITAGE CREEK AIRSTRIP,33.16602777,-97.47988888
XA34,ALLISON FARM,33.24166666,-97.428
XA98,JBJ RANCH,33.3027,-97.45806666
XA99,FLAT BUSH,33.13438333,-97.60705
XA57,MEDICAL CITY DECATUR,33.21831944,-97.59693333
35X,TRIPLE-ACE FLD,33.25185555,-97.55355555
62TS,FLACK FIELD,33.11345833,-97.52805277
25TT,AMERICAN BIO SOURCE,33.271024,-97.617229
67TT,FLECK,33.34889305,-97.44460972
61TS,LA PORTE PLANT,29.72883861,-95.08909722
TE28,SHELL DEER PARK REFINERY,29.71508333,-95.14400833
55XA,1101 EAST BLVD DEER PARK,29.70277222,-95.10163888
TS14,SMITH FLYING SERVICE,32.10866666,-98.488
4TE5,DELL CITY,31.93344611,-105.2005117
2.00E+05,DELL CITY MUNI,31.94762222,-105.1917833
23TS,BERTANI RANCH,29.42273,-100.7387014
TA81,MORNING STAR RANCH,29.79382222,-100.8792639
4TE2,LEWIS PRIVATE,29.54411527,-100.6731456
4TE7,DEVIL'S RIVER RANCH,29.74077055,-100.9651003
8TS8,RNK RANCH,29.91743,-100.9128789
54XS,BAR C RANCH,29.94547222,-100.6870889
TS04,RIO VISTA RANCH,29.83576666,-100.9781472
1TS9,INDIANHEAD RANCH,29.67531944,-100.8971944
DLF,LAUGHLIN AFB,29.35939861,-100.7779225
DRT,DEL RIO INTL,29.37420694,-100.9271569
TA55,DEL VALLE,30.16771305,-97.59277777
9XS4,MC KEON AVIATION,33.73432777,-96.62770833
16XA,TEXOMA MEDICAL CENTER,33.7095943,-96.58380347
58TE,HARRISON FLD,33.72134722,-96.63838888
65TT,AE65,33.70936944,-96.58382222
3XS0,HARTLEE FLD,33.26845111,-97.07112138
4TA1,WARSCHUN RANCH,33.30289444,-97.11140055
TS58,DENTON RGNL MEDICAL CTR - FLOW CAMPUS,33.178,-97.0926
TE81,SMITHER FLD,33.30972222,-97.09277777
TX50,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,33.21803888,-97.16834166
DTO,DENTON ENTERPRISE,33.20196055,-97.1990975
E57,DENVER CITY,32.9746595,-102.8450962
1TA5,TWO LEGGS,32.94176944,-103.0004942
73T,COLONEL BOBBY WADDLE/DESOTO,32.63166111,-96.85522777
23R,DEVINE MUNI,29.13838888,-98.94188888
4TS8,RUSTY'S FLYING SERVICE,29.37495583,-99.34198666
4TE9,SQUIRREL CREEK RANCH,29.26412527,-99.35059833
T34,TALON AIR,29.48341666,-95.00817222
5TS5,MC DONALD RANCH,28.65109111,-99.28864694
24R,DILLEY AIRPARK,28.6855,-99.18908333
6TA9,ANDERSON RANCH,28.61290277,-99.18039166
7TS8,OTT FARMS,34.40375,-102.4541667
T55,DIMMITT MUNI,34.56673555,-102.3226947
X65,TXAEROSPORT AERODROME,33.53628963,-96.68041711
14TX,KEYES RANCH,30.28936833,-98.17390388
5TE2,BLEAKLEY RANCH,30.22520444,-98.1419575
5TE3,ALEXANDER RANCH,30.27186972,-98.11695777
74TA,VARNELL,30.23445277,-98.17124722
TA22,MIRASOL HILLS,30.32136666,-98.15895
95XA,HOG HEAVEN,30.15686388,-98.09931111
6R6,TERRELL COUNTY,30.04647222,-102.2131667
17XS,QUAHADI RANCH,32.17776305,-98.43505
9F0,DUBLIN MUNI,32.06819916,-98.32532083
TE02,RIVET RANCH,31.98856461,-98.2230675
DUX,MOORE COUNTY,35.85743066,-102.0133093
05XA,MOORE COUNTY HOSPITAL DISTRICT,35.86363055,-101.9709444
ELA,EAGLE LAKE,29.60002777,-96.32194444
TA39,RICE MEDICAL CENTER,29.58690583,-96.34552166
5TE7,RENZ RANCH,29.71940138,-96.30940972
0XA2,FORT DUNCAN MEDICAL CENTER,28.71388888,-100.4547222
5TE0,COMANCHE RANCH,28.62776388,-100.1616861
5T9,MAVERICK COUNTY MEML INTL,28.85709277,-100.5134678
70TX,US BORDER PATROL EAGLE PASS,28.67066666,-100.4598611
ETN,EASTLAND MUNI,32.41488888,-98.80969444
81TE,PILOTS LANDING,31.71994375,-98.90104233
56TE,AIR EVAC EMS 57 BASE,28.71355555,-100.4538611
TX68,PARKER PLACE,33.59177222,-96.27664805
6TE0,SKALITSKY,26.29034944,-97.94944583
TS29,LIBERTY HILL INTL,31.29461694,-97.29695027
EBG,SOUTH TEXAS INTL AT EDINBURG,26.44166666,-98.12222222
49XA,OMNI RANCH,26.44462777,-98.09662777
6TE1,NORMAN & WHITE,26.36145777,-98.15250944
6TE3,HAHNS,28.94887305,-96.54969583
26R,JACKSON COUNTY,29.00099916,-96.58196194
6TE5,KUBECKA FLYING SERVICE INC,28.98081666,-96.62192027
81TS,RANCHO DELUXE,31.93640833,-98.34560277
8TE8,TRADEWIND AG,29.16275222,-96.22524111
7TE6,STOVALL RANCH NR 1,29.20025222,-96.55441611
0XS1,RODGERS ROOST,29.28777777,-96.34972222
2TE4,FRELS,29.17918888,-96.32273611
68TE,NORRIS RAUN RANCH,29.19608555,-96.49191444
TS96,EL CAMPO AIRPARK,29.26691611,-96.32524333
21TE,EL CAMPO MEML HOSPITAL,29.21862222,-96.28968055
27R,ELDORADO,30.86222222,-100.6108611
6TA0,ROCKING R RANCH,30.79957222,-100.3340972
56TS,ELGIN INTRACONTINENTAL,30.33770888,-97.3502725
TX61,BAKER'S PLACE,30.33020833,-97.45888694
TX72,WOOD TRIPLE D,30.37909722,-97.1947125
62TA,HAWKEN AIR ONE,30.31833333,-97.30222222
1XS2,SKYE DANCE,30.38076222,-97.4274975
28TE,MIDLAKE,29.26829472,-98.33695694
6XS9,HARMONY FLD,29.29607111,-98.37945805
2TX1,RUSSELL PARADISE,29.22524055,-98.38362444
09XA,BRAUNIG EHLF,29.25578055,-98.38324722
TA41,UNIVERSITY MEDICAL CENTER,31.77164166,-106.4354472
03XA,DEL SOL MEDICAL CENTER,31.75741666,-106.3469722
27TE,SIERRA PROVIDENCE HOSPITAL,31.79111666,-106.2635833
TX44,SIERRA MEDICAL CENTER,31.77733888,-106.4810556
50XA,LAS PALMAS MEDICAL CENTER,31.77077222,-106.4984417
TS53,TECMA,31.77471944,-106.4708
8TE6,HOSPITALS OF PROVIDENCE TRANSMOUNTIAN CAMPUS,31.9032,-106.5653
ELP,EL PASO INTL,31.80733333,-106.3763611
TE95,ROCKY POINT,31.81944444,-106.50175
02XS,SEIDEL RANCH,30.14771305,-97.66277916
67TX,JOHN R ARMSTRONG MEML FLD,32.91148611,-95.73835
TE29,LA ESPERANZA RANCH,28.06975,-99.56875972
2TX4,LEWIS RANCH,27.98361833,-99.37670138
8TS9,STRAIT RANCH,28.14,-99.57031944
XA66,EL JARDIN RANCH,28.07388888,-99.28469444
2TA8,EL COYOTE RANCH,26.85827666,-98.221749
F41,ENNIS MUNI,32.32969805,-96.66389916
TX94,FLYING D RANCH,33.45268333,-97.2755793
TE39,BUCKER FLD,33.44227222,-97.27237777
TX39,RUBY FLD,33.47723888,-97.25064444
6TA1,SKY RANCH,32.35662222,-95.87280833
4TE8,BEN BRUCE MEML AIRPARK,30.32104166,-94.07351361
00TS,ALPINE RANGE,32.60793888,-97.24232222
E35,FABENS,31.51719722,-106.1470611
2TA6,PYRAMID RANCH,31.86266305,-96.19747194
2XA8,AIR EVAC 53,31.69163055,-96.16866111
7TA4,V BAR AIRSTRIP,31.75956361,-96.05449597
71TS,FAIRMOUNT,31.21865555,-93.70189722
7TE2,CAGE RANCH,27.10587888,-98.20583972
98TX,CIG 402,27.25670888,-98.09417027
BKS,BROOKS COUNTY,27.20605555,-98.12102777
7TE0,KELLEY CROP SERVICE,29.91382805,-94.20823861
8TA5,SHORT STOP,33.16317138,-96.32220277
6XS3,MULLINS LANDING,33.13844972,-96.38553861
TE82,5-STATE,32.93861111,-96.3675
0TX7,TWISTED JS,33.09294444,-96.39002777
XS90,FENTRESS AIRPARK,29.76828027,-97.77527888
12T,FERRIS RED OAK MUNI,32.52986111,-96.73116111
08TA,RANCHO DEL LAGO,29.95188138,-98.22445638
2TE5,PIANO RANCH,29.69509166,-97.16331944
81XA,BUTTERMILK AIR STRIP,30.88598169,-97.72024022
1TE7,RAY FARM,29.1210775,-98.36556833
7TE9,BOENING BROTHERS,29.0271925,-98.2866775
8TA0,JOHN B CONNALLY RANCH,29.13579972,-98.27639972
82XS,CIRCLE P RANCH,29.10274444,-98.216675
TT05,PATTON AIR PARK,29.19136111,-98.255125
TS47,PEELER AIRPARK,29.21615555,-98.12102361
17XA,MANDYLAND,28.9894445,-98.305278
0TX5,SHILOH,33.02401166,-97.11973361
TA08,FLYING M,33.14956027,-96.27386777
